DAUID,MAG_mean,MAG_std,hf_transit_mean,hf_walk_mean,n_blocks,CSDNAME,CMANAME,Residential instability Scores,Economic dependency Scores,Situational vulnerability Scores,Ethno-cultural composition Scores,Residential instability Quintiles,Economic dependency Quintiles,Situational vulnerability Quintiles,Ethno-cultural composition Quintiles
48061210,-0.08405,0.006287818911726596,0.0863,0.0022500000000000003,4,Calgary,Calgary,-0.165,0.572,-0.061,-0.591,3.0,4.0,3.0,2.0
48061211,-0.0967,0.008392002996050127,0.1001,0.0034000000000000002,8,Calgary,Calgary,0.303,-0.217,0.62,-0.026,4.0,3.0,5.0,4.0
48061212,-0.10005714285714286,0.0069882895243536134,0.10421428571428572,0.0041571428571428575,7,Calgary,Calgary,0.493,-0.613,1.379,0.2,4.0,2.0,5.0,4.0
48061213,-0.08621111111111111,0.011463468546260822,0.08908888888888888,0.0028777777777777777,9,Calgary,Calgary,0.561,0.591,-0.454,-0.841,4.0,4.0,2.0,1.0
48061214,-0.04576666666666667,0.0036528527664461555,0.048100000000000004,0.0023333333333333335,3,Calgary,Calgary,-0.643,-0.567,-0.176,-0.356,2.0,2.0,3.0,3.0
48061215,-0.08661428571428573,0.019203335523759805,0.08811428571428571,0.0014999999999999998,7,Calgary,Calgary,-0.042,-0.07,0.127,-0.585,3.0,3.0,4.0,2.0
48061216,-0.07640000000000001,,0.0781,0.0017,1,Calgary,Calgary,2.445,-0.433,0.163,0.474,5.0,2.0,4.0,4.0
48061217,-0.0622,0.017208428167616006,0.06393333333333333,0.0017333333333333333,3,Calgary,Calgary,-0.551,0.066,-0.365,-0.564,2.0,3.0,2.0,2.0
48061218,-0.08315714285714286,0.002268521649927653,0.08458571428571429,0.0014285714285714286,7,Calgary,Calgary,-0.243,0.234,0.582,-0.332,3.0,4.0,5.0,3.0
48061220,-0.03676666666666667,0.004015387071420808,0.03776666666666667,0.001,3,Calgary,Calgary,-0.786,-0.709,-0.488,-0.106,2.0,2.0,2.0,3.0
48061221,-0.0412,0.0,0.0426,0.0014,2,Calgary,Calgary,-0.57,-0.943,0.362,-0.375,2.0,1.0,4.0,3.0
48061222,-0.043425,0.01939026817761941,0.04505,0.001625,4,Calgary,Calgary,-0.965,-0.482,-0.213,-0.246,1.0,2.0,3.0,3.0
48061225,-0.06155000000000001,0.02665792565073285,0.0637,0.00215,2,Calgary,Calgary,0.122,0.341,0.885,-0.309,4.0,4.0,5.0,3.0
48061226,-0.024575,0.01705136846903106,0.026525,0.00195,4,Calgary,Calgary,-0.802,0.744,-0.559,-0.16,2.0,5.0,2.0,3.0
48061228,-0.035,,0.039,0.004,1,Calgary,Calgary,-1.437,0.096,-1.116,-0.32,1.0,3.0,1.0,3.0
48061230,-0.04591666666666667,0.02837974042634405,0.0514,0.005483333333333333,6,Calgary,Calgary,-0.827,-0.468,-0.623,0.64,2.0,2.0,2.0,4.0
48061231,-0.02765,0.03542555574722858,0.03155,0.0039,4,Calgary,Calgary,-1.134,1.159,-0.671,-0.195,1.0,5.0,1.0,3.0
48061232,-0.025625,0.033684157997491936,0.029575,0.0039499999999999995,4,Calgary,Calgary,-0.764,-0.178,-0.427,-0.472,2.0,3.0,2.0,3.0
48061233,-0.0637,0.030897491807588523,0.07047777777777779,0.0067777777777777775,9,Calgary,Calgary,-0.958,-0.046,0.012,0.077,1.0,3.0,4.0,4.0
48061234,-0.05362,0.019622232288911474,0.05786,0.00424,5,Calgary,Calgary,-0.999,0.359,-0.768,-0.451,1.0,4.0,1.0,3.0
48061235,-0.040566666666666674,0.03140132693586903,0.043833333333333335,0.0032666666666666664,3,Calgary,Calgary,-1.341,-0.132,-0.621,-0.156,1.0,3.0,2.0,3.0
48061236,-0.058820000000000004,0.005189123240008854,0.06422,0.0054,5,Calgary,Calgary,-1.21,0.398,-0.456,0.104,1.0,4.0,2.0,4.0
48061240,-0.012266666666666667,0.01158116286619497,0.013466666666666667,0.0012,3,Calgary,Calgary,0.128,0.734,-0.408,-0.479,4.0,5.0,2.0,3.0
48061241,-0.014225,0.009891536786566586,0.015075,0.00085,4,Calgary,Calgary,-1.332,-0.226,-0.555,-0.608,1.0,3.0,2.0,2.0
48061242,-0.0189,,0.0201,0.0012,1,Calgary,Calgary,-1.444,-0.375,-1.102,-0.396,1.0,2.0,1.0,3.0
48061243,-0.018775,0.00017078251276599288,0.020175,0.0014,4,Calgary,Calgary,-0.998,-0.408,-0.968,-0.606,1.0,2.0,1.0,2.0
48061244,-0.01865,7.071067811865555e-05,0.02015,0.0015,2,Calgary,Calgary,-0.484,0.253,-0.131,-0.661,3.0,4.0,3.0,2.0
48061245,0.0015,,0.0,0.0015,1,Calgary,Calgary,-1.221,0.775,-0.769,-0.352,1.0,5.0,1.0,3.0
48061246,-0.0167,0.0017578395831246937,0.0202,0.0034999999999999996,3,Calgary,Calgary,-0.546,0.107,-0.495,-0.661,2.0,3.0,2.0,2.0
48061247,-0.02036666666666667,0.005794710231466857,0.02731666666666667,0.0069500000000000004,6,Calgary,Calgary,0.006,-0.732,0.16,0.648,4.0,2.0,4.0,4.0
48061248,-0.02074,0.005680052816655846,0.02282,0.00208,5,Calgary,Calgary,-0.31,-0.279,0.072,-0.289,3.0,3.0,4.0,3.0
48061249,-0.024825,0.002382400749943916,0.033350000000000005,0.008525,4,Calgary,Calgary,-0.504,-0.066,-0.176,-0.295,2.0,3.0,3.0,3.0
48061250,-0.02652,0.0010232301793829184,0.0337,0.007180000000000001,5,Calgary,Calgary,0.68,-0.411,-0.228,-0.29,4.0,2.0,3.0,3.0
48061252,-0.028300000000000002,0.0005291502622129182,0.03323333333333334,0.004933333333333334,3,Calgary,Calgary,0.539,-0.656,0.407,0.409,4.0,2.0,4.0,4.0
48061253,-0.02806666666666667,0.0003785938897200187,0.0333,0.005233333333333333,3,Calgary,Calgary,-0.33,-0.55,-0.09,-0.041,3.0,2.0,3.0,4.0
48061256,-0.03155000000000001,0.00021213203435596297,0.035,0.00345,2,Calgary,Calgary,-0.583,-0.657,-0.68,-0.433,2.0,2.0,1.0,3.0
48061257,-0.03075,0.00019148542155126875,0.0351,0.00435,4,Calgary,Calgary,-0.134,0.046,0.02,-0.237,3.0,3.0,4.0,3.0
48061258,-0.03166666666666667,0.0002309401076758534,0.03506666666666667,0.0034000000000000002,3,Calgary,Calgary,0.22,-0.961,0.372,-0.001,4.0,1.0,4.0,4.0
48061259,-0.02915,0.00617332973362026,0.031325,0.002175,4,Calgary,Calgary,-0.938,0.293,-0.718,-0.308,1.0,4.0,1.0,3.0
48061260,-0.0238,0.005889821729050889,0.026166666666666668,0.0023666666666666667,3,Calgary,Calgary,-1.002,0.183,-0.897,-0.699,1.0,4.0,1.0,2.0
48061261,-0.029200000000000004,,0.0333,0.0041,1,Calgary,Calgary,-0.923,-2.027,-0.984,-0.616,1.0,1.0,1.0,2.0
48061262,-0.03353333333333333,0.0030550504633038962,0.03813333333333333,0.0046,3,Calgary,Calgary,-1.071,-0.022,-0.035,-0.419,1.0,3.0,3.0,3.0
48061263,-0.033375,0.0004716990566028288,0.035324999999999995,0.00195,4,Calgary,Calgary,-1.089,0.535,-0.445,-0.346,1.0,4.0,2.0,3.0
48061264,-0.0332,0.0007000000000000024,0.0351,0.0019,3,Calgary,Calgary,-1.115,-0.141,-0.681,-0.686,1.0,3.0,1.0,2.0
48061265,-0.034333333333333334,0.00035118845842842445,0.0356,0.0012666666666666666,3,Calgary,Calgary,-0.274,0.321,0.06,-0.484,3.0,4.0,4.0,3.0
48061266,-0.04055,0.012575770354137357,0.041625,0.001075,4,Calgary,Calgary,-0.645,0.012,-0.521,-0.814,2.0,3.0,2.0,1.0
48061267,-0.03095,0.0014387494569938141,0.0324,0.00145,4,Calgary,Calgary,-1.19,0.796,-0.957,-0.714,1.0,5.0,1.0,2.0
48061268,-0.0157,0.02262741699796952,0.01685,0.00115,2,Calgary,Calgary,-0.802,0.064,-0.596,-0.381,2.0,3.0,2.0,3.0
48061269,-0.03303333333333334,0.0006429100507328631,0.03416666666666667,0.0011333333333333334,3,Calgary,Calgary,-0.882,-0.475,-0.159,-0.515,1.0,2.0,3.0,3.0
48061271,-0.0295,0.0001999999999999988,0.03333333333333333,0.003833333333333333,3,Calgary,Calgary,-0.693,-0.863,-0.557,-0.474,2.0,1.0,2.0,3.0
48061272,-0.032900000000000006,0.028036832916718678,0.03481666666666667,0.0019166666666666666,6,Calgary,Calgary,-0.94,-0.693,-0.87,-0.713,1.0,2.0,1.0,2.0
48061273,-0.0446,0.030333479853125983,0.045399999999999996,0.0008,4,Calgary,Calgary,-1.004,0.948,-0.76,-0.383,1.0,5.0,1.0,3.0
48061274,-0.05893333333333333,0.00032145502536643313,0.0605,0.0015666666666666665,3,Calgary,Calgary,-0.846,0.814,-1.009,-0.717,1.0,5.0,1.0,2.0
48061275,-0.05848571428571429,0.00027945525240231353,0.06061428571428572,0.0021285714285714285,7,Calgary,Calgary,-0.621,1.103,-0.6,-0.68,2.0,5.0,2.0,2.0
48061276,-0.05933999999999999,0.0019629060089571266,0.06198,0.00264,5,Calgary,Calgary,-0.549,0.232,-0.28,-0.378,2.0,4.0,3.0,3.0
48061277,-0.0567,0.000700000000000001,0.06143333333333334,0.004733333333333333,3,Calgary,Calgary,-0.652,-0.253,-0.428,-0.511,2.0,3.0,2.0,3.0
48061278,-0.03646666666666667,0.03566992196982401,0.041,0.004533333333333333,3,Calgary,Calgary,-0.408,-0.671,-0.169,-0.822,3.0,2.0,3.0,1.0
48061279,-0.05516,0.000415932686861709,0.060919999999999995,0.0057599999999999995,5,Calgary,Calgary,-0.357,0.224,-0.497,-0.568,3.0,4.0,2.0,2.0
48061280,-0.06166666666666667,0.010768627272467616,0.06716666666666667,0.0055000000000000005,3,Calgary,Calgary,-0.778,0.219,0.154,-0.308,2.0,4.0,4.0,3.0
48061281,-0.04095,0.02947388674742441,0.045774999999999996,0.004824999999999999,4,Calgary,Calgary,-0.134,-0.237,0.314,-0.714,3.0,3.0,4.0,2.0
48061282,-0.07875,0.001066145706114634,0.086175,0.007424999999999999,4,Calgary,Calgary,-0.441,0.021,0.123,-0.527,3.0,3.0,4.0,3.0
48061283,-0.08285000000000001,0.008643109008530056,0.0901,0.00725,4,Calgary,Calgary,-0.8,-0.095,-0.62,-0.493,2.0,3.0,2.0,3.0
48061284,-0.09096,0.005722149945606111,0.09692,0.00596,5,Calgary,Calgary,0.15,-0.656,0.132,0.235,4.0,2.0,4.0,4.0
48061285,-0.06673333333333333,0.004916638417997944,0.0704,0.0036666666666666666,3,Calgary,Calgary,-0.301,-0.652,-0.277,-0.601,3.0,2.0,3.0,2.0
48061286,-0.08333333333333333,0.0008144527815247079,0.08483333333333333,0.0015000000000000002,3,Calgary,Calgary,-0.187,-0.787,0.073,-0.648,3.0,1.0,4.0,2.0
48061287,-0.09212000000000001,0.011050656089119777,0.09588,0.0037600000000000003,5,Calgary,Calgary,-0.511,-0.424,-0.673,-0.347,2.0,2.0,1.0,3.0
48061288,-0.09131666666666667,0.006246412303608102,0.0959,0.004583333333333333,6,Calgary,Calgary,-0.183,-0.182,-0.227,0.067,3.0,3.0,3.0,4.0
48061289,-0.11569999999999998,0.027718585822512652,0.12325,0.00755,2,Calgary,Calgary,2.286,-0.707,-0.025,1.024,5.0,2.0,3.0,5.0
48061290,-0.09665,0.005586143571373718,0.1066,0.00995,2,Calgary,Calgary,-0.01,-0.401,0.022,0.187,4.0,2.0,4.0,4.0
48061295,-0.056999999999999995,,0.09,0.033,1,Calgary,Calgary,2.176,-1.131,0.101,1.424,5.0,1.0,4.0,5.0
48061296,-0.07298333333333333,0.010078971508376567,0.08568333333333333,0.012700000000000001,6,Calgary,Calgary,-0.526,-0.323,-0.215,0.02,2.0,2.0,3.0,4.0
48061297,-0.022633333333333328,0.01939750843106746,0.06723333333333333,0.0446,3,Calgary,Calgary,0.143,-0.489,-0.403,1.008,4.0,2.0,2.0,5.0
48061298,-0.051239999999999994,0.0019398453546610346,0.08666,0.03542,5,Calgary,Calgary,0.992,-0.24,-0.103,0.174,5.0,3.0,3.0,4.0
48061299,-0.06570000000000001,0.010297896225281487,0.112775,0.047075,4,Calgary,Calgary,-0.832,0.074,-0.572,-0.43,1.0,3.0,2.0,3.0
48061300,-0.06422857142857143,0.01565521364548291,0.13028571428571428,0.06605714285714286,7,Calgary,Calgary,0.038,-0.197,-0.448,0.247,4.0,3.0,2.0,4.0
48061301,-0.042,0.037277660870821815,0.0511,0.009099999999999999,6,Calgary,Calgary,-1.381,0.967,-0.963,-0.577,1.0,5.0,1.0,2.0
48061302,-0.0609,0.006314427923414757,0.07211666666666666,0.011216666666666666,6,Calgary,Calgary,-0.628,-0.157,-0.695,-0.514,2.0,3.0,1.0,3.0
48061303,-0.059075,0.0021746647251166505,0.082925,0.02385,4,Calgary,Calgary,0.586,0.133,-0.577,0.168,4.0,4.0,2.0,4.0
48061304,-0.07072,0.01264345680579485,0.07578,0.00506,5,Calgary,Calgary,-0.498,-0.379,-0.201,-0.627,2.0,2.0,3.0,2.0
48061305,-0.061442857142857146,0.005699373399142844,0.06787142857142857,0.0064285714285714285,7,Calgary,Calgary,-0.985,0.88,-0.883,-0.636,1.0,5.0,1.0,2.0
48061306,-0.05425714285714285,0.0016246611368294034,0.06155714285714286,0.0073,7,Calgary,Calgary,-1.061,-0.203,-1.077,-0.617,1.0,3.0,1.0,2.0
48061307,-0.026875,0.0005560275772537454,0.031425,0.00455,4,Calgary,Calgary,-1.296,-0.51,-0.882,-0.304,1.0,2.0,1.0,3.0
48061308,-0.05756666666666666,0.02568391195541157,0.06746666666666666,0.0099,3,Calgary,Calgary,-1.462,0.334,-0.848,-0.408,1.0,4.0,1.0,3.0
48061309,-0.025277777777777774,0.007191623213464708,0.033166666666666664,0.007888888888888888,9,Calgary,Calgary,-1.803,0.075,-1.262,-0.599,1.0,3.0,1.0,2.0
48061310,-0.02865,0.0004358898943540709,0.032049999999999995,0.0034000000000000002,4,Calgary,Calgary,-0.889,-0.705,-0.63,-0.83,1.0,2.0,2.0,1.0
48061311,-0.029949999999999997,0.025812464689241383,0.0379,0.00795,4,Calgary,Calgary,-1.313,0.104,-1.251,-0.373,1.0,3.0,1.0,3.0
48061312,-0.05215,0.02463121326014345,0.06135,0.0092,4,Calgary,Calgary,-1.277,0.697,-0.875,-0.526,1.0,5.0,1.0,3.0
48061313,-0.055275000000000005,0.0345813413080908,0.06435,0.009075,4,Calgary,Calgary,-1.677,0.3,-0.842,-0.592,1.0,4.0,1.0,2.0
48061314,-0.1012,0.02625223799983537,0.1081,0.006899999999999999,7,Calgary,Calgary,-0.974,-0.015,-0.72,-0.287,1.0,3.0,1.0,3.0
48061315,-0.057433333333333336,0.00906495081803169,0.06013333333333334,0.0026999999999999997,3,Calgary,Calgary,-0.192,-0.554,-0.318,-0.148,3.0,2.0,3.0,3.0
48061316,-0.1349,,0.1386,0.0037,1,Calgary,Calgary,-0.632,-1.296,0.352,-0.342,2.0,1.0,4.0,3.0
48061317,-0.062,0.007919595949289326,0.06509999999999999,0.0031,2,Calgary,Calgary,1.285,-0.758,0.093,-0.466,5.0,2.0,4.0,3.0
48061318,-0.055900000000000005,0.004242640687119287,0.05845,0.00255,2,Calgary,Calgary,-0.798,0.36,-0.478,-0.486,2.0,4.0,2.0,3.0
48061319,-0.056,,0.0588,0.0028,1,Calgary,Calgary,-0.484,0.535,-0.489,-0.145,3.0,4.0,2.0,3.0
48061320,-0.046175,0.012684734920367868,0.048475000000000004,0.0023,4,Calgary,Calgary,-0.937,-0.202,-0.598,-0.211,1.0,3.0,2.0,3.0
48061321,-0.03515,0.025005427982168763,0.038025,0.002875,8,Calgary,Calgary,-0.201,-0.316,0.009,0.466,3.0,2.0,4.0,4.0
48061322,-0.07485,0.030476302269140196,0.07880000000000001,0.00395,2,Calgary,Calgary,-0.839,0.144,-0.664,-0.567,1.0,4.0,1.0,2.0
48061323,-0.1038,,0.1062,0.0024,1,Calgary,Calgary,0.588,-0.88,0.513,-0.051,4.0,1.0,5.0,4.0
48061324,-0.03265,0.014212846301849607,0.035500000000000004,0.00285,2,Calgary,Calgary,-1.079,-0.212,-1.139,-0.425,1.0,3.0,1.0,3.0
48061325,-0.06415,0.024112341238461264,0.068,0.00385,2,Calgary,Calgary,1.364,-0.869,-0.285,0.997,5.0,1.0,3.0,5.0
48061326,-0.08806,0.00723830090559933,0.09276,0.0047,5,Calgary,Calgary,-1.017,-0.571,-0.079,-0.107,1.0,2.0,3.0,3.0
48061327,-0.0501,0.00042426406871193083,0.0526,0.0025,2,Calgary,Calgary,-0.994,-0.277,-1.034,-0.789,1.0,3.0,1.0,1.0
48061328,-0.057775,0.029536573373813463,0.060675,0.0029,4,Calgary,Calgary,-1.278,-0.203,-0.898,-0.433,1.0,3.0,1.0,3.0
48061329,-0.055999999999999994,0.005386093203798092,0.05846666666666667,0.0024666666666666665,3,Calgary,Calgary,-0.953,-0.285,-0.53,-0.426,1.0,3.0,2.0,3.0
48061330,-0.0552,,0.0573,0.0021,1,Calgary,Calgary,0.401,-0.39,-0.28,-0.403,4.0,2.0,3.0,3.0
48061331,-0.02425,0.029766368046281137,0.0259,0.00165,4,Calgary,Calgary,-0.321,1.131,-0.295,-0.543,3.0,5.0,3.0,2.0
48061332,-0.043055555555555555,0.040268011842873215,0.047966666666666664,0.004911111111111112,9,Calgary,Calgary,-1.246,0.508,-1.036,-0.248,1.0,4.0,1.0,3.0
48061333,-0.037975,0.024112400484872034,0.043225,0.00525,8,Calgary,Calgary,-1.548,0.124,-1.246,-0.544,1.0,4.0,1.0,2.0
48061334,-0.0322,0.022668480319597964,0.035916666666666666,0.0037166666666666667,6,Calgary,Calgary,-1.043,0.321,-0.674,-0.493,1.0,4.0,1.0,3.0
48061335,-0.049100000000000005,0.023402820342856116,0.051166666666666666,0.0020666666666666667,6,Calgary,Calgary,-1.096,-0.754,-1.15,-0.676,1.0,2.0,1.0,2.0
48061336,-0.042550000000000004,0.023367570120432578,0.0445,0.00195,4,Calgary,Calgary,-0.862,-0.343,-0.524,-0.32,1.0,2.0,2.0,3.0
48061337,-0.008599999999999998,0.016630393861842237,0.010266666666666665,0.0016666666666666668,3,Calgary,Calgary,-1.289,0.85,-1.199,-0.912,1.0,5.0,1.0,1.0
48061338,-0.02565,0.0003535533905932741,0.03035,0.004699999999999999,2,Calgary,Calgary,-1.031,0.813,-0.218,-0.542,1.0,5.0,3.0,2.0
48061339,-0.02532,0.002346699810372005,0.0293,0.00398,5,Calgary,Calgary,-0.608,0.677,-1.119,-0.379,2.0,4.0,1.0,3.0
48061340,-0.02545,0.0010969655114602883,0.027825,0.002375,4,Calgary,Calgary,-1.119,1.208,-0.71,-0.68,1.0,5.0,1.0,2.0
48061341,-0.026,0.0003464101615137759,0.027733333333333332,0.0017333333333333333,3,Calgary,Calgary,-1.043,0.577,-0.574,-0.777,1.0,4.0,2.0,2.0
48061342,-0.026633333333333332,0.00040414518843273904,0.0277,0.0010666666666666667,3,Calgary,Calgary,-1.242,0.629,-0.93,-0.625,1.0,4.0,1.0,2.0
48061343,-0.008599999999999998,0.016200925899466364,0.009266666666666666,0.0006666666666666666,3,Calgary,Calgary,-1.128,0.522,-0.57,-0.607,1.0,4.0,2.0,2.0
48061344,-0.021439999999999997,0.012211388127481657,0.02216,0.0007199999999999999,5,Calgary,Calgary,-1.105,1.082,-0.796,-0.813,1.0,5.0,1.0,1.0
48061345,-0.0315875,0.03156342537540201,0.0341125,0.002525,8,Calgary,Calgary,-1.0,0.703,-1.044,-0.545,1.0,5.0,1.0,2.0
48061346,-0.048,0.015347746848750576,0.04955,0.00155,4,Calgary,Calgary,-1.027,-0.684,-0.574,0.2,1.0,2.0,2.0,4.0
48061347,-0.047466666666666664,0.003056686659331202,0.0512,0.0037333333333333333,3,Calgary,Calgary,-1.322,-0.575,-0.639,-0.247,1.0,2.0,2.0,3.0
48061348,-0.04372,0.019511201910697353,0.046400000000000004,0.0026799999999999997,5,Calgary,Calgary,-1.036,-0.82,-0.553,-0.281,1.0,1.0,2.0,3.0
48061349,-0.046650000000000004,0.0028991378028648497,0.05155,0.0049,2,Calgary,Calgary,-1.195,-0.319,-0.607,-0.029,1.0,2.0,2.0,4.0
48061350,-0.050025,0.005498105734402228,0.057124999999999995,0.0071,4,Calgary,Calgary,-1.142,0.501,-0.861,0.16,1.0,4.0,1.0,4.0
48061351,-0.04265,0.014677777176982314,0.0501625,0.0075125,8,Calgary,Calgary,-1.009,-0.499,-0.506,-0.542,1.0,2.0,2.0,2.0
48061353,-0.04573333333333334,0.0023459184413217155,0.0623,0.016566666666666667,3,Calgary,Calgary,-1.036,-0.693,-0.398,-0.33,1.0,2.0,2.0,3.0
48061354,-0.04379999999999999,,0.0643,0.0205,1,Calgary,Calgary,-0.682,-0.702,-0.583,-0.547,2.0,2.0,2.0,2.0
48061355,-0.05575,0.019162593770155438,0.0769,0.021150000000000002,2,Calgary,Calgary,0.259,-0.756,0.293,0.431,4.0,2.0,4.0,4.0
48061356,-0.05313333333333334,0.006628976793844831,0.0752,0.022066666666666665,3,Calgary,Calgary,0.226,0.583,0.042,0.371,4.0,4.0,4.0,4.0
48061357,-0.029166666666666664,0.03236144825766198,0.0383,0.009133333333333334,3,Calgary,Calgary,0.013,-0.7,0.284,-0.563,4.0,2.0,4.0,2.0
48061358,-0.0175,0.0019672315572906002,0.023000000000000003,0.0055000000000000005,3,Calgary,Calgary,-1.453,-0.377,-0.777,-0.272,1.0,2.0,1.0,3.0
48061359,-0.0304,0.034093841086037815,0.0318,0.0014,3,Calgary,Calgary,-1.239,0.227,-0.614,-0.047,1.0,4.0,2.0,4.0
48061360,-0.03457142857142857,0.03182282798483474,0.0404,0.005828571428571429,7,Calgary,Calgary,-1.013,-0.451,-0.806,-0.512,1.0,2.0,1.0,3.0
48061362,-0.043359999999999996,0.027853689163197033,0.05933999999999999,0.01598,5,Calgary,Calgary,-0.39,0.359,-0.807,-0.4,3.0,4.0,1.0,3.0
48061363,-0.010700000000000001,,0.0176,0.0069,1,Calgary,Calgary,-1.083,-0.005,-0.091,-0.26,1.0,3.0,3.0,3.0
48061364,-0.015549999999999998,0.00035355339059327224,0.0177,0.00215,2,Calgary,Calgary,-1.146,0.213,-0.441,-0.698,1.0,4.0,2.0,2.0
48061365,-0.014433333333333333,0.0011372481406154648,0.0173,0.0028666666666666667,3,Calgary,Calgary,0.159,-0.63,0.789,0.069,4.0,2.0,5.0,4.0
48061367,-0.033499999999999995,0.017626967975236125,0.03888,0.00538,5,Calgary,Calgary,-0.15,-0.277,-0.417,-0.479,3.0,3.0,2.0,3.0
48061368,-0.01693333333333333,0.0017616280348965066,0.020166666666666666,0.0032333333333333333,3,Calgary,Calgary,-1.097,-0.131,-1.074,-0.456,1.0,3.0,1.0,3.0
48061370,-0.0438,0.022812861869276,0.04835,0.00455,10,Calgary,Calgary,2.073,-0.576,0.045,1.156,5.0,2.0,4.0,5.0
48061372,-0.05634444444444445,0.025005704904636817,0.07383333333333333,0.017488888888888887,9,Calgary,Calgary,0.026,-0.358,0.095,-0.064,4.0,2.0,4.0,4.0
48061373,-0.04540000000000001,0.0007071067811865555,0.06275,0.017349999999999997,2,Calgary,Calgary,-0.667,0.309,-0.332,-0.288,2.0,4.0,3.0,3.0
48061374,-0.11345,0.01289870794563032,0.120975,0.0075250000000000004,4,Calgary,Calgary,0.226,-1.541,-0.193,2.393,4.0,1.0,3.0,5.0
48061375,-0.057325,0.005678247969224309,0.06655,0.009225,4,Calgary,Calgary,-0.262,-0.329,-0.067,0.326,3.0,2.0,3.0,4.0
48061376,-0.1038,0.006701492371106602,0.10859999999999999,0.0048,3,Calgary,Calgary,-0.307,-0.543,0.464,1.219,3.0,2.0,5.0,5.0
48061377,-0.04735,0.001767766952966363,0.05105,0.0037,2,Calgary,Calgary,-0.459,0.077,-0.102,0.257,3.0,3.0,3.0,4.0
48061378,-0.0527,0.0019078784028338908,0.057999999999999996,0.005299999999999999,3,Calgary,Calgary,-0.599,-0.623,-0.216,0.334,2.0,2.0,3.0,4.0
48061379,-0.05453333333333333,0.0008621678104251663,0.05783333333333333,0.0032999999999999995,3,Calgary,Calgary,-0.867,-0.54,-0.331,0.223,1.0,2.0,3.0,4.0
48061380,-0.06113333333333334,0.004324735059322522,0.0672,0.006066666666666667,3,Calgary,Calgary,-0.724,-0.707,-0.696,0.678,2.0,2.0,1.0,4.0
48061385,-0.062215,0.036881663893850385,0.07799500000000001,0.01578,20,Calgary,Calgary,0.555,-0.409,-0.259,0.999,4.0,2.0,3.0,5.0
48061390,-0.0084,,0.0115,0.0031,1,Calgary,Calgary,-0.732,-1.472,-0.253,-0.551,2.0,1.0,3.0,2.0
48061391,-0.0079,0.0002645751311064593,0.011433333333333332,0.003533333333333333,3,Calgary,Calgary,-0.711,-0.376,0.434,-0.305,2.0,2.0,4.0,3.0
48061392,-0.0272,0.00021602468994692898,0.030425,0.003225,4,Calgary,Calgary,-0.773,-1.119,-0.121,-0.528,2.0,1.0,3.0,2.0
48061393,-0.02666666666666667,0.0005240865068542273,0.0302,0.003533333333333333,6,Calgary,Calgary,-0.685,-0.329,-0.49,-0.201,2.0,2.0,2.0,3.0
48061397,-0.017042857142857144,0.010186896344954979,0.0214,0.004357142857142857,7,Calgary,Calgary,-1.487,-0.276,-0.964,-0.425,1.0,3.0,1.0,3.0
48061460,-0.0246,,0.041,0.0164,1,Calgary,Calgary,-0.315,0.364,-0.401,-0.235,3.0,4.0,2.0,3.0
48061461,-0.0254,,0.0366,0.0112,1,Calgary,Calgary,-0.223,-0.755,1.202,1.653,3.0,2.0,5.0,5.0
48061462,-0.0268,0.0034995237771254886,0.03785,0.01105,4,Calgary,Calgary,-0.034,-0.999,0.028,0.095,4.0,1.0,4.0,4.0
48061463,-0.025,,0.0342,0.0092,1,Calgary,Calgary,-0.177,-1.048,0.551,-0.264,3.0,1.0,5.0,3.0
48061465,-0.06352857142857142,0.03007090034599974,0.07184285714285714,0.008314285714285715,7,Calgary,Calgary,1.615,-0.972,-0.628,-0.049,5.0,1.0,2.0,4.0
48061466,-0.07823333333333334,0.005749318800229004,0.08741666666666666,0.009183333333333333,6,Calgary,Calgary,0.345,3.071,-1.319,-0.554,4.0,5.0,1.0,2.0
48061467,-0.10469090909090908,0.061053295644796356,0.13385454545454545,0.029163636363636367,11,Calgary,Calgary,2.468,-0.001,-0.886,0.349,5.0,3.0,1.0,4.0
48061472,-0.12082,0.01941756936385191,0.1407,0.019880000000000002,5,Calgary,Calgary,-0.366,0.677,-0.166,0.087,3.0,4.0,3.0,4.0
48061473,-0.08392857142857144,0.037103176606400085,0.1052,0.021271428571428573,7,Calgary,Calgary,1.238,-0.992,-0.19,1.028,5.0,1.0,3.0,5.0
48061474,-0.08153333333333333,0.05314875351313519,0.10225555555555556,0.020722222222222222,9,Calgary,Calgary,2.206,-0.997,0.119,1.876,5.0,1.0,4.0,5.0
48061475,-0.01702,0.007134914155054707,0.0605,0.04348,5,Calgary,Calgary,1.646,-1.118,-0.151,1.087,5.0,1.0,3.0,5.0
48061476,-0.0663,0.009460972465872628,0.12552000000000002,0.059219999999999995,5,Calgary,Calgary,1.589,-0.994,0.465,0.604,5.0,1.0,5.0,4.0
48061477,-0.061,,0.1278,0.0668,1,Calgary,Calgary,3.068,-1.503,0.903,0.414,5.0,1.0,5.0,4.0
48061478,-0.08338333333333332,0.004515048910772363,0.16533333333333333,0.08195000000000001,6,Calgary,Calgary,2.591,-0.497,0.048,-0.008,5.0,2.0,4.0,4.0
48061479,-0.0892,0.013825519881725973,0.13168,0.042480000000000004,5,Calgary,Calgary,0.178,0.211,0.113,0.757,4.0,4.0,4.0,5.0
